"","trait","id","lor","se","pval"
"231","Destinations on discharge from hospital (recoded): Transfer to other NHS provider: General ward, young physically disabled, A&E","ukb-b-2399",0.813371448385093,0.151999752816724,8.74034866513295e-08
"232","Forced vital capacity (FVC)","ukb-b-7953",-0.152608402254603,0.0285665939871454,9.18262562984637e-08
"233","Illnesses of siblings: Heart disease","ukb-b-14371",0.449682950742984,0.0843129512291196,9.63386626753814e-08
"234","Medication for cholesterol, blood pressure or diabetes: Insulin","ukb-b-7350",1.0130462567985,0.190288745616231,1.0165973146554e-07
"235","Diagnoses - main ICD10: I20.9 Angina pectoris, unspecified","ukb-b-14206",0.940374903521709,0.176784497451119,1.04150651738894e-07
"236","Trunk fat-free mass","ukb-b-17409",0.144250818567483,0.0271750935590871,1.10713414802136e-07
"237","Treatment speciality of consultant (recoded): Cardiothoracic surgery","ukb-b-6951",0.96733208474388,0.182401789675935,1.13725490368008e-07
"238","Trunk predicted mass","ukb-b-9685",0.143658274697937,0.0271741521046566,1.24625689219739e-07
"239","Diagnoses - secondary ICD10: I25.9 Chronic ischaemic heart disease, unspecified","ukb-b-8184",0.8399514718133,0.159008139193825,1.27472327459946e-07
"240","Main speciality of consultant (recoded): Anaesthetics","ukb-b-19023",0.857425652690812,0.162940920223253,1.42351583458427e-07
"241","Trunk fat percentage","ukb-b-16407",0.143054605689812,0.0272099994785707,1.46084275788896e-07
"242","PCT where patients GP was registered: NEWCASTLE PCT","ukb-b-20019",0.865990591530679,0.16499994736017,1.53401321648548e-07
"243","Qualifications: A levels/AS levels or equivalent","ukb-b-11615",-0.351491911350811,0.0669742425607555,1.53621236436741e-07
"244","Diagnoses - main ICD10: K52.9 Non-infective gastro-enteritis and colitis, unspecified","ukb-b-20189",0.710192734285566,0.135595666945365,1.62698508091808e-07
"245","Diagnoses - secondary ICD10: Z87.1 Personal history of diseases of the digestive system","ukb-b-16364",0.685364137679249,0.131258972690922,1.77513140011288e-07
"246","Diagnoses - secondary ICD10: R11 Nausea and vomiting","ukb-b-4554",0.792030655257054,0.151975046507401,1.87235464917138e-07
"247","Private healthcare","ukb-b-188",0.427312083935868,0.0822367994530021,2.03493517327295e-07
"248","Main speciality of consultant (recoded): Clinical haematology","ukb-b-73",0.995296546276667,0.191628816527577,2.05958990090403e-07
"249","PCT where patients GP was registered: KNOWSLEY PCT","ukb-b-12176",1.30281451518283,0.252744601204125,2.5408064320765e-07
"250","Operative procedures - secondary OPCS: Y53.4 Approach to organ under fluoroscopic control","ukb-b-8798",0.708950212140522,0.137937239922436,2.75239251076021e-07
"251","Diagnoses - secondary ICD10: R07.4 Chest pain, unspecified","ukb-b-18425",1.08461037634827,0.211115313505564,2.78379213681111e-07
"252","Ever had bowel cancer screening","ukb-b-17001",0.286218412565739,0.0558528638886042,2.98316683335926e-07
"253","Treatment speciality of consultant (recoded): Endocrinology","ukb-b-3444",1.25656911059739,0.24529823417577,3.01322662548492e-07
"254","Impedance of arm (right)","ukb-b-7859",-0.138840299396068,0.0271865808378412,3.27413689231283e-07
"255","How are people in household related to participant: Husband, wife or partner","ukb-b-698",-0.292643362259013,0.0574018363319854,3.42982983610342e-07
"256","Treatment speciality of consultant (recoded): Ophthalmology","ukb-b-11856",0.498306960729221,0.0977820082332584,3.46720742986531e-07
"257","Illnesses of siblings: Diabetes","ukb-b-18042",0.450054380786297,0.0884234498554185,3.58511791804901e-07
"258","Main speciality of consultant (recoded): Rheumatology","ukb-b-7763",0.942377870321616,0.185229682024632,3.62588722515474e-07
"259","Treatment/medication code: bisoprolol","ukb-b-17378",0.779230230658778,0.153630747666753,3.934533593904e-07
"260","Speech-reception-threshold (SRT) estimate (right)","ukb-b-8316",0.213552544862758,0.0421415613452047,4.03065323695581e-07
"261","Mouth/teeth dental problems: None of the above","ukb-b-17601",-0.271838196155997,0.0537044104717582,4.15429740111613e-07
"262","Treatment/medication code: gabapentin","ukb-b-6834",1.14389710748263,0.226211507280466,4.26441266733037e-07
"263","PCT where patients GP was registered: NOT KNOWN","ukb-b-13743",0.533346389629176,0.105970235375727,4.82906048363142e-07
"264","Ankle spacing width","ukb-b-4080",0.193673819514772,0.0384984584384588,4.88717161139838e-07
"265","Diagnoses - main ICD10: G45.9 Transient cerebral ischaemic attack, unspecified","ukb-b-13391",1.31250128866631,0.260954454945415,4.91457336682282e-07
"266","Non-cancer illness code, self-reported: osteoarthritis","ukb-b-14486",0.415324148395366,0.0825822174515633,4.92478810172093e-07
"267","Pain type(s) experienced in last month: None of the above","ukb-b-9130",-0.286144711910548,0.0570403137979109,5.26117852329995e-07
"268","Diagnoses - secondary ICD10: J44.9 Chronic obstructive pulmonary disease, unspecified","ukb-b-16751",0.944687377158493,0.18831479832668,5.26122765644204e-07
"269","Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication","ukb-b-18009",0.453644405299565,0.0904977776285247,5.36524434556212e-07
"270","Diagnoses - secondary ICD10: Z92.1 Personal history of long-term (current) use of anticoagulants","ukb-b-7352",0.848513581828547,0.169389333378536,5.46424489596008e-07
"271","Diagnoses - main ICD10: I21.9 Acute myocardial infarction, unspecified","ukb-b-3469",1.10455790062842,0.220800804203386,5.65890850638092e-07
"272","Number of attempts","ukb-b-3258",0.440624448798458,0.0882576513049068,5.96092734405408e-07
"273","Treatment/medication code: lisinopril","ukb-b-12095",0.612731672824205,0.122917104194851,6.19881288139472e-07
"274","Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Blood clot in the leg (DVT)","ukb-b-11411",0.685741789438487,0.137948905690906,6.66139810465841e-07
"275","Main speciality of consultant (recoded): Neurology","ukb-b-4394",0.851889514099603,0.171751576706797,7.04896013193689e-07
"276","Diagnoses - secondary ICD10: I25.1 Atherosclerotic heart disease","ukb-b-7436",0.804744575309375,0.162898461248984,7.80582144474266e-07
"277","Diagnoses - secondary ICD10: D64.9 Anaemia, unspecified","ukb-b-15790",0.825506640482817,0.167132873421999,7.84342145212146e-07
"278","Answered sexual history questions","ukb-b-8446",0.393057108919222,0.0795916619031538,7.87578015602759e-07
"279","Eye problems/disorders: Diabetes related eye disease","ukb-b-10181",0.90968053390555,0.185272033757486,9.1089308584016e-07
"280","Non-cancer illness code, self-reported: gout","ukb-b-13251",0.769903430053852,0.157127547434339,9.59035857381283e-07
"281","Pain type(s) experienced in last month: Back pain","ukb-b-9838",0.28219944076808,0.0575942332858596,9.59409039983266e-07
"282","Pulse rate, automated reading","ukb-b-18103",0.131491816721338,0.0269257836951827,1.04224019546707e-06
"283","Financial situation satisfaction","ukb-b-2830",0.190766916149401,0.039132125900751,1.0883941348811e-06
"284","Treatment speciality of consultant (recoded): Pain management","ukb-b-3273",0.903197517135309,0.185298860037969,1.09209024159261e-06
"285","Operative procedures - main OPCS: G45.9 Unspecified diagnostic fibreoptic endoscopic examination of upper gastrointestinal tract","ukb-b-14372",0.465973327707924,0.0956441087986952,1.10502068461634e-06
"286","Diagnoses - main ICD10: I25.1 Atherosclerotic heart disease","ukb-b-1668",0.611248425143654,0.125498561579438,1.11281723807003e-06
"287","Illnesses of father: Chronic bronchitis/emphysema","ukb-b-9127",0.394911813010497,0.0811462365571743,1.13495305969969e-06
"288","Diagnoses - main ICD10: J22 Unspecified acute lower respiratory infection","ukb-b-8707",0.984076990492964,0.202559779400085,1.18454561965954e-06
"289","Current tobacco smoking","ukb-b-223",0.20153837137129,0.0416096586246875,1.27541006630014e-06
"290","Treatment/medication code: doxazosin","ukb-b-8668",0.81416742804204,0.169371228889368,1.53212303914932e-06
"291","Able to confide","ukb-b-4982",-0.0663043182622934,0.0138281457028132,1.62771122806371e-06
"292","Illness, injury, bereavement, stress in last 2 years: Financial difficulties","ukb-b-9667",0.346073369564504,0.0721804601637496,1.63034265071845e-06
"293","PCT responsible for patient data: KNOWSLEY PCT","ukb-b-8670",1.39651616145476,0.291581213102464,1.67231858390592e-06
"294","PCT responsible for patient data: MIDDLESBROUGH PCT","ukb-b-15228",1.20984693261851,0.252628935810154,1.67591476801022e-06
"295","Duration to first press of snap-button in each round","ukb-b-19373",0.128493677731302,0.0269690759077355,1.89339382327959e-06
"296","Job involves mainly walking or standing","ukb-b-4461",0.160730254870655,0.0337690373156201,1.93887522324013e-06
"297","PCT where patients GP was registered: LIVERPOOL PCT","ukb-b-20159",0.894794854824664,0.188282290500754,2.01005117589573e-06
"298","PCT where patients GP was registered: SOUTHWARK PCT","ukb-b-13401",1.16411956605649,0.245121403980785,2.04268241336449e-06
"299","Methods of discharge from hospital (recoded): Discharged without clinical advice/consent: Self, relative or advocate","ukb-b-18818",0.94205835780633,0.198673037396938,2.11877444271502e-06
"300","Diagnoses - main ICD10: R06.0 Dyspnoea","ukb-b-6562",1.12818378806843,0.238261984182058,2.18994848651473e-06
"301","Diagnoses - main ICD10: I20.0 Unstable angina","ukb-b-12047",0.906828784701477,0.191554047463052,2.20070183471203e-06
"302","Treatment/medication code: prednisolone","ukb-b-8241",1.02080451156718,0.215728479307571,2.22433475820477e-06
"303","Operative procedures - secondary OPCS: Z28.2 Caecum","ukb-b-5361",0.563254720876437,0.119712975569114,2.5381221143582e-06
"304","Operative procedures - secondary OPCS: Y53.9 Unspecified approach to organ under image control","ukb-b-12499",0.901230463387811,0.191550389315725,2.53957686537729e-06
"305","Reason for glasses/contact lenses: For long-sightedness, i.e. for distance and near, but particularly for near tasks like reading (called 'hypermetropia')","ukb-b-18189",0.495896515324432,0.105503029175753,2.5977200675691e-06
"306","PCT responsible for patient data: LIVERPOOL PCT","ukb-b-20509",0.884380315443201,0.188275706285503,2.63672178563594e-06
"307","External causes: Y83.8 Other surgical procedures","ukb-b-16989",0.882213954217227,0.188274345242859,2.78882754029207e-06
"308","Pain type(s) experienced in last month: Neck or shoulder pain","ukb-b-18596",0.276515309283454,0.0592896883378758,3.10421542732828e-06
"309","Mean signal-to-noise ratio (SNR), (right)","ukb-b-4776",0.194718300657345,0.0417773620741722,3.14895815841662e-06
"310","Treatment/medication code: quinine","ukb-b-19759",0.962514022573768,0.206646654237944,3.19642259521076e-06
"311","Diagnoses - secondary ICD10: F10.0 Acute intoxication","ukb-b-1176",1.30461688470466,0.280100925490003,3.19812705470582e-06
"312","Operative procedures - secondary OPCS: C71.2 Phacoemulsification of lens","ukb-b-3454",0.588685705003782,0.126392096824171,3.19893993794516e-06
"313","Non-cancer illness code, self-reported: stroke","ukb-b-6358",0.757854004289126,0.162875892288341,3.2721355863955e-06
"314","Diagnoses - main ICD10: R07.3 Other chest pain","ukb-b-14603",0.712846714554204,0.15360156207024,3.4692531134e-06
"315","Diagnoses - secondary ICD10: K26.9 Unspecified as acute or chronic, without haemorrhage or perforation","ukb-b-6616",1.35095498718723,0.291507354577168,3.58013978684789e-06
"316","Diagnoses - secondary ICD10: J22 Unspecified acute lower respiratory infection","ukb-b-9369",1.02151970774254,0.220726816407344,3.69246306959678e-06
"317","Methods of admission to hospital (recoded): Emergency admission: Outpatients (obsolete)","ukb-b-19780",0.611737272122928,0.132277166432803,3.75208547379473e-06
"318","Diagnoses - main ICD10: K25.9 Unspecified as acute or chronic, without haemorrhage or perforation","ukb-b-4738",1.20496438479914,0.260815779482456,3.83772072696477e-06
"319","Diagnoses - secondary ICD10: E10.9 Without complications","ukb-b-10694",1.07112128187399,0.231933993163843,3.87053217536951e-06
"320","Seen doctor (GP) for nerves, anxiety, tension or depression","ukb-b-6991",0.253759874329383,0.0549764186799092,3.91593492727152e-06
"321","Diagnoses - main ICD10: Z03.8 Observation for other suspected diseases and conditions","ukb-b-7425",0.94779193424222,0.206635464461176,4.50129165864152e-06
"322","Operative procedures - secondary OPCS: H22.9 Unspecified diagnostic endoscopic examination of colon","ukb-b-2188",0.987793937480594,0.215701180876344,4.66188180249471e-06
"323","Treatment/medication code: isosorbide mononitrate","ukb-b-13417",1.18941211456413,0.26079725537801,5.09888962667791e-06
"324","Treatment/medication code: ferrous sulphate","ukb-b-12171",1.00459994864692,0.22071270931927,5.3234917516596e-06
"325","Treatment/medication code: citalopram","ukb-b-13478",0.683690410786348,0.15032298167676,5.41213673767168e-06
"326","Main speciality of consultant (recoded): Ear, nose and throat (ENT)","ukb-b-18820",0.470537484636345,0.103535419626177,5.50133913715271e-06
"327","Diagnoses - main ICD10: L03.1 Cellulitis of other parts of limb","ukb-b-11908",0.919532382410153,0.202512808113537,5.60907839229594e-06
"328","Diagnoses - secondary ICD10: J90 Pleural effusion, not elsewhere classified","ukb-b-9925",1.02566469732856,0.226100771916226,5.7245210072677e-06
"329","Mean time to correctly identify matches","ukb-b-16287",0.121745071266036,0.0269684224516968,6.35093286578023e-06
"330","Other eye problems","ukb-b-7007",0.306724608559302,0.0682567443106283,6.9999704903248e-06
"331","Treatment speciality of consultant (recoded): Infectious diseases","ukb-b-14852",1.06982341473624,0.238282601513797,7.13150960729431e-06
"332","Non-cancer illness code, self-reported: chronic obstructive airways disease/copd","ukb-b-13447",1.1706348220859,0.260774869605259,7.15371354940673e-06
"333","Treatment/medication code: ramipril","ukb-b-11895",0.464408326779709,0.10349571141879,7.21575690215151e-06
"334","Diagnoses - secondary ICD10: K21.0 Gastro-oesophageal reflux disease with oesophagitis","ukb-b-10144",1.03886169301975,0.231903958339774,7.47457111708031e-06
"335","Operative procedures - main OPCS: W90.3 Injection of therapeutic substance into joint","ukb-b-16039",0.791468604127327,0.176698599425186,7.49228372474483e-06
"336","Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: None of the above","ukb-b-20379",-0.359694280609466,0.0804674337540041,7.81975496411599e-06
"337","Interpolated Age of participant when operation took place","ukb-b-5666",0.131724432837453,0.0296731833116828,9.03046605315917e-06
"338","Pain type(s) experienced in last month: Knee pain","ukb-b-16254",0.268861821789637,0.0607393870699788,9.57822377608351e-06
"339","Chest pain felt outside physical activity","ukb-b-5764",0.470645332604055,0.106408664395049,9.73405462929949e-06
"340","Diagnoses - secondary ICD10: K52.9 Non-infective gastro-enteritis and colitis, unspecified","ukb-b-4824",0.746811499804802,0.169337051905522,1.03271716798616e-05
"341","Diagnoses - main ICD10: K20 Oesophagitis","ukb-b-19354",0.788780255496557,0.179372140320933,1.09529439185627e-05
